892, 1568, 16688, 5,772, 1160, 16604, 3,1336, 2156, 16064, 7,-348, -160, 15924, 0,-2752, -3912, 15368, -14,-3252, -10336, 12244, -40,-2384, -13288, 10732, -51,-1744, -14328, 8652, -58,-1888, -16536, 4816, -73,960, -17248, -28, -90
1692, 2136, 16220, 7,1584, 1936, 15624, 7,2360, 3004, 15656, 10,452, -796, 15900, -2,-940, -3864, 15224, -14,-1864, -8912, 13572, -33,-2244, -15148, 9872, -56,-848, -15140, 4864, -72,1096, -16612, -1692, -95,652, -17224, -7756, -114
2244, 3248, 15836, 11,2008, 3200, 15488, 11,636, 2436, 16332, 8,-20, 2804, 17092, 9,-1492, -4076, 16436, -13,-1292, -7696, 14328, -28,-716, -12040, 11988, -45,-524, -15352, 8880, -59,1532, -16468, 3020, -79,928, -17352, -1824, -96
1496, 3440, 15456, 12,624, 3432, 16220, 11,-1244, -964, 16920, -3,-2484, -2760, 17700, -8,-1392, -6136, 15540, -21,-1028, -7168, 14456, -26,-2544, -12280, 12544, -44,444, -13220, 6344, -64,2096, -13936, -4492, -107,-104, -20080, -12328, -121
1332, 412, 16712, 1,1860, 1916, 16356, 6,2188, 3668, 15428, 13,244, -5608, 13076, -23,-2152, -9456, 10684, -41,-1660, -15332, 7060, -65,-1120, -14556, -1080, -94,-1688, -20520, -8424, -112,-1020, -18044, -14216, -128,608, -9840, -17432, -150
2948, 924, 16536, 3,2124, 728, 16684, 2,2144, -1116, 16560, -3,1404, -3220, 16980, -10,2432, -4068, 16264, -14,2136, -4824, 14660, -18,816, -12764, 11004, -49,124, -15684, 7388, -64,596, -14612, 3236, -77,1320, -15080, -2456, -99
3368, 2260, 16568, 7,2504, 1528, 17052, 5,3104, 2252, 16520, 7,2668, 2484, 16484, 8,1488, -4480, 15584, -16,84, -6672, 14788, -24,472, -8652, 14336, -31,-884, -9484, 13852, -34,-244, -11800, 11056, -46,-628, -15804, 6272, -68
2240, 756, 16472, 2,1484, 548, 16720, 1,1288, 1268, 16508, 4,1012, -168, 16348, 0,864, -2408, 15888, -8,1784, -5596, 15392, -19,1292, -8380, 14504, -30,1424, -11892, 11828, -45,1704, -14948, 5028, -71,3068, -15276, -5224, -108
3996, 912, 16436, 3,4092, 1140, 16416, 3,3472, 1356, 16396, 4,1688, -728, 15640, -2,260, -8928, 14412, -31,-392, -12100, 11840, -45,372, -11912, 10604, -48,188, -12164, 8860, -53,-400, -12616, 4260, -71,-2624, -18276, -2496, -97
3416, -696, 16468, -2,3704, 48, 16296, 0,2668, 36, 16728, 0,2712, 920, 15584, 3,392, -9980, 13052, -37,1216, -12708, 10508, -50,1588, -14756, 7984, -61,1016, -15100, 4448, -73,1016, -17220, -1520, -95,968, -19352, -7008, -109
1436, -2716, 16716, -9,2128, -1720, 16748, -5,292, -4696, 16732, -15,572, -5384, 15644, -18,-72, -6092, 15224, -21,-612, -9332, 12288, -37,-404, -15712, 7892, -63,1796, -15564, 1268, -85,2312, -17336, -4040, -103,1092, -17452, -8324, -115
5496, -964, 15552, -3,4828, -1452, 16344, -5,4816, -952, 16684, -3,4960, -540, 16476, -1,4260, -3596, 15916, -12,2724, -5892, 14804, -21,1892, -10088, 13660, -36,1108, -10948, 12096, -42,1276, -12828, 9424, -53,52, -15136, 5984, -68
6484, 412, 16120, 1,6484, 480, 15888, 1,6248, 424, 15856, 1,4412, -3808, 14780, -14,2644, -9332, 13720, -34,2200, -10884, 12348, -41,1248, -12500, 11252, -48,64, -15280, 9092, -59,460, -14268, 4656, -71,-452, -17632, 584, -88
6496, -1632, 15860, -5,6056, -2656, 15768, -9,6336, -1632, 15648, -5,6536, -2036, 15296, -7,5144, -5180, 14660, -19,4488, -7552, 13364, -29,3104, -11036, 12312, -41,2104, -13648, 10924, -51,2132, -13900, 8868, -57,2064, -15432, 6188, -68
5880, -1672, 15564, -6,7164, 456, 14536, 1,5736, -608, 15224, -2,4156, -6168, 15096, -22,2824, -9796, 15380, -32,3060, -9600, 14508, -33,4244, -9716, 13212, -36,1808, -13292, 11124, -50,2360, -14784, 8136, -61,1752, -16152, 7100, -66
5500, -3520, 16184, -12,4768, -4592, 16364, -15,5064, -3684, 16016, -12,5276, -3772, 15440, -13,3772, -5620, 14344, -21,2132, -8812, 11780, -36,-136, -13688, 10548, -52,124, -15560, 8312, -61,2312, -16064, 3980, -76,2376, -14608, -1896, -97
4700, -2008, 16720, -6,5004, -1584, 16272, -5,4828, -896, 16312, -3,4032, -3804, 16024, -13,2516, -7580, 14752, -27,1236, -11144, 12024, -42,2444, -11652, 10272, -48,1000, -14776, 8396, -60,1740, -12908, 1868, -81,628, -19516, -5332, -105
4928, -2216, 16620, -7,4508, -3224, 16860, -10,4308, -2844, 17008, -9,4740, -1860, 16064, -6,3244, -6452, 14948, -23,2200, -8476, 12596, -33,84, -12024, 11956, -45,-196, -13460, 9744, -54,808, -16024, 6160, -68,2204, -16696, 2364, -81
6084, -2620, 16408, -9,4932, -3112, 17432, -10,5452, -3036, 16892, -10,5428, -2644, 16336, -9,4936, -4508, 16148, -15,5136, -4572, 14892, -17,4468, -6656, 14420, -24,3744, -6600, 14740, -24,2220, -11220, 13244, -40,1596, -13208, 10244, -52
5012, -3768, 15156, -13,5392, -2244, 15012, -8,4988, -2812, 15684, -10,4516, -5016, 15612, -17,3996, -6940, 14836, -25,4116, -7728, 13748, -29,2316, -12644, 12576, -45,2092, -12256, 10044, -50,1448, -15128, 8168, -61,512, -15332, 6224, -67
5204, -2136, 15192, -8,4960, -916, 15712, -3,4296, -4464, 15344, -16,3020, -6832, 15408, -23,3020, -7696, 15580, -26,3288, -8344, 15176, -28,3780, -7792, 15364, -26,3420, -7216, 15256, -25,3552, -7200, 14596, -26,2220, -8648, 12456, -34
5208, -7288, 15676, -24,5376, -6376, 15500, -22,5076, -3916, 15104, -14,4332, -5648, 14956, -20,4044, -6564, 15040, -23,2816, -8212, 16656, -26,3312, -6248, 16556, -20,2140, -5356, 15644, -18,1788, -9472, 10828, -41,1376, -14528, 6720, -65
3760, -2488, 16008, -8,5448, 1064, 15372, 3,3460, -1312, 16200, -4,3336, -728, 16104, -2,476, -6168, 15468, -21,1704, -10840, 11964, -42,1768, -13824, 8988, -56,2088, -15548, 5648, -70,2380, -16348, -216, -90,2940, -14580, -9064, -121
5612, -1556, 14288, -6,5500, -872, 14812, -3,5592, 232, 14596, 0,2164, -3816, 15692, -13,1924, -7844, 13752, -29,-872, -15680, 10192, -56,68, -15176, 3440, -77,-968, -15832, -1584, -95,-3440, -17348, -7524, -113,-1868, -16684, -13604, -129
4940, -1684, 15328, -6,4916, -1608, 15140, -6,8264, 2692, 13372, 11,8844, 2712, 12492, 12,8556, 3648, 12316, 16,1380, -4368, 13668, -17,-2432, -12552, 12748, -44,-4440, -19600, 9184, -64,-1056, -16940, 6312, -69,-748, -17068, 3216, -79