0, 0, 0, 0, 776, 0, 0, 0, 0, 0, 1958, 3417, 0
0, 0, 0, 0, 809, 0, 0, 0, 0, 0, 1950, 3408, 0
0, 0, 0, 0, 903, 0, 0, 0, 0, 0, 2036, 3424, 0
0, 0, 0, 0, 901, 0, 0, 0, 0, 0, 2020, 3459, 0
0, 0, 0, 0, 894, 0, 0, 0, 0, 0, 2012, 3430, 0
0, 0, 0, 0, 955, 0, 0, 0, 0, 0, 2011, 3450, 0
0, 0, 0, 0, 925, 0, 0, 0, 0, 0, 2039, 3422, 0
0, 0, 0, 0, 1122, 0, 0, 0, 0, 0, 1842, 3449, 0
0, 0, 0, 0, 1048, 0, 0, 0, 0, 0, 1815, 3455, 0
0, 0, 0, 0, 1126, 0, 0, 0, 0, 0, 1926, 3536, 0
0, 0, 0, 0, 1201, 0, 0, 0, 0, 0, 1756, 3534, 0
0, 0, 0, 0, 867, 0, 0, 0, 0, 0, 1629, 3532, 0
0, 0, 0, 0, 858, 0, 0, 0, 0, 0, 1620, 3565, 0
0, 0, 0, 0, 928, 0, 0, 0, 0, 0, 1624, 3566, 0
0, 0, 0, 0, 906, 0, 0, 0, 0, 0, 1621, 3550, 0
0, 0, 0, 0, 898, 0, 0, 0, 0, 0, 1616, 3589, 0
0, 0, 0, 0, 902, 0, 0, 0, 0, 0, 1610, 3583, 0
0, 0, 0, 0, 933, 0, 0, 0, 0, 0, 1628, 3557, 0
0, 0, 0, 0, 959, 0, 0, 0, 0, 0, 1608, 3554, 0
0, 0, 0, 0, 890, 0, 0, 0, 0, 0, 1626, 3549, 0
0, 0, 0, 0, 1426, 0, 0, 0, 0, 0, 2198, 3696, 0
0, 0, 0, 0, 1473, 0, 0, 0, 0, 0, 2216, 3700, 0
0, 0, 0, 0, 1498, 0, 0, 0, 0, 0, 2190, 3718, 0
0, 0, 0, 0, 1462, 0, 0, 0, 0, 0, 2184, 3723, 0
0, 0, 0, 0, 1494, 0, 0, 0, 0, 0, 2223, 3703, 0
0, 0, 0, 0, 1490, 0, 0, 0, 0, 0, 2203, 3748, 0
0, 0, 0, 0, 1831, 0, 0, 0, 0, 0, 2342, 3678, 0
0, 0, 0, 0, 1620, 0, 0, 0, 0, 0, 2398, 3607, 0
0, 0, 0, 0, 1618, 0, 0, 0, 0, 0, 2378, 3646, 0
0, 0, 0, 0, 1536, 0, 0, 0, 0, 0, 2362, 3639, 0
0, 0, 0, 0, 619, 0, 0, 0, 0, 0, 2240, 3534, 0
0, 0, 0, 0, 685, 0, 0, 0, 0, 0, 2300, 3518, 0
0, 0, 0, 0, 1587, 0, 0, 0, 0, 0, 2274, 3575, 0
0, 0, 0, 0, 1625, 0, 0, 0, 0, 0, 2263, 3540, 0
0, 0, 0, 0, 1523, 0, 0, 0, 0, 0, 2370, 3567, 0
0, 0, 0, 0, 1473, 0, 0, 0, 0, 0, 2346, 3581, 0
0, 0, 0, 0, 1415, 0, 0, 0, 0, 0, 2311, 3536, 0
0, 0, 0, 0, 1503, 0, 0, 0, 0, 0, 2144, 3676, 0
0, 0, 0, 0, 1318, 0, 0, 0, 0, 0, 2127, 3631, 0
0, 0, 0, 0, 1293, 0, 0, 0, 0, 0, 2178, 3574, 0
0, 0, 0, 0, 1496, 0, 0, 0, 0, 0, 2264, 3611, 0
0, 0, 0, 0, 1363, 0, 0, 0, 0, 0, 2302, 3633, 0
0, 0, 0, 0, 972, 0, 0, 0, 0, 0, 2240, 3577, 0
0, 0, 0, 0, 893, 0, 0, 0, 0, 0, 2262, 3690, 0
0, 0, 0, 0, 1468, 0, 0, 0, 0, 0, 2222, 3662, 0
0, 0, 0, 0, 1529, 0, 0, 0, 0, 0, 2248, 3659, 0
0, 0, 0, 0, 1149, 0, 0, 0, 0, 0, 2183, 3590, 0
0, 0, 0, 0, 1560, 0, 0, 0, 0, 0, 2222, 3530, 0
0, 0, 0, 0, 1332, 0, 0, 0, 0, 0, 2340, 3719, 0
0, 0, 0, 0, 1396, 0, 0, 0, 0, 0, 2341, 3690, 0