0, 0, 0, 1840, 2047, 9, 0, 0, 0, 0, 803, 3493, 0
0, 0, 0, 1921, 2005, 17, 0, 0, 0, 0, 824, 3454, 0
0, 0, 0, 1947, 1981, 6, 0, 0, 0, 0, 784, 3497, 0
0, 0, 0, 1919, 2013, 7, 0, 0, 0, 0, 792, 3485, 0
0, 0, 0, 1965, 1950, 6, 0, 0, 0, 0, 836, 3429, 0
0, 0, 0, 1959, 1926, 18, 0, 0, 0, 0, 772, 3481, 0
0, 0, 0, 2041, 1284, 0, 0, 0, 0, 0, 772, 3511, 0
0, 0, 0, 1931, 1271, 0, 0, 0, 0, 0, 782, 3434, 0
0, 0, 0, 1895, 1245, 0, 0, 0, 0, 0, 785, 3430, 0
0, 0, 0, 1852, 1291, 0, 0, 0, 0, 0, 791, 3492, 0
0, 0, 0, 1975, 1231, 0, 0, 0, 0, 0, 783, 3406, 0
0, 0, 0, 1907, 1291, 0, 0, 0, 0, 0, 814, 3425, 0
0, 0, 0, 1971, 1245, 0, 0, 0, 0, 0, 779, 3397, 0
0, 0, 0, 1909, 1283, 0, 0, 0, 0, 0, 743, 3451, 0
0, 0, 0, 1911, 1239, 0, 0, 0, 0, 0, 799, 3427, 0
0, 0, 0, 1949, 1253, 0, 0, 0, 0, 0, 767, 3441, 0
0, 0, 0, 1918, 1296, 0, 0, 0, 0, 0, 850, 3398, 0
0, 0, 0, 1925, 1232, 0, 0, 0, 0, 0, 814, 3383, 0
0, 0, 0, 1922, 1261, 0, 0, 0, 0, 0, 769, 3497, 0
0, 0, 0, 1939, 1262, 0, 0, 0, 0, 0, 779, 3461, 0
0, 0, 0, 1901, 1281, 0, 0, 0, 0, 0, 785, 3443, 0
0, 0, 0, 1911, 1259, 0, 0, 0, 0, 0, 798, 3455, 0
0, 0, 0, 1876, 1301, 0, 0, 0, 0, 0, 812, 3413, 0
0, 0, 0, 1884, 1247, 0, 0, 0, 0, 0, 742, 3371, 0
0, 0, 0, 1966, 1208, 0, 0, 0, 0, 0, 835, 3401, 0
0, 0, 0, 1922, 1258, 0, 0, 0, 0, 0, 824, 3476, 0
0, 0, 0, 1896, 1251, 0, 0, 0, 0, 0, 771, 3466, 0
0, 0, 0, 1889, 1241, 0, 0, 0, 0, 0, 781, 3495, 0
0, 0, 0, 1897, 1283, 0, 0, 0, 0, 0, 841, 3397, 0
0, 0, 0, 1899, 1273, 0, 0, 0, 0, 0, 841, 3410, 0
0, 0, 0, 1916, 1237, 0, 0, 0, 0, 0, 840, 3399, 0
0, 0, 0, 1943, 1221, 0, 0, 0, 0, 0, 785, 3469, 0
0, 0, 0, 1913, 1258, 0, 0, 0, 0, 0, 799, 3445, 0
0, 0, 0, 1900, 1239, 0, 0, 0, 0, 0, 753, 3365, 0
0, 0, 0, 2002, 1337, 0, 0, 0, 0, 0, 825, 3461, 0
0, 0, 4, 2029, 1519, 0, 0, 0, 0, 0, 843, 3439, 0
0, 0, 0, 2045, 1579, 0, 0, 0, 0, 0, 885, 3395, 0
0, 0, 0, 2023, 1614, 0, 0, 0, 0, 0, 832, 3450, 0
0, 0, 1, 2259, 1381, 0, 0, 0, 0, 0, 821, 3437, 0
0, 0, 0, 2079, 1749, 0, 0, 0, 0, 0, 795, 3473, 0
0, 0, 0, 2069, 1733, 0, 0, 0, 0, 0, 749, 3516, 0
0, 0, 0, 2052, 1750, 0, 0, 0, 0, 0, 803, 3459, 0
0, 0, 0, 2050, 1750, 0, 0, 0, 0, 0, 813, 3423, 0
0, 0, 0, 2032, 1721, 0, 0, 0, 0, 0, 822, 3423, 0
0, 0, 0, 2062, 1699, 0, 0, 0, 0, 0, 809, 3442, 0
0, 0, 0, 2108, 1665, 0, 0, 0, 0, 0, 805, 3408, 0
0, 0, 0, 2096, 1661, 0, 0, 0, 0, 0, 781, 3453, 0
0, 0, 0, 2147, 1652, 0, 0, 0, 0, 0, 776, 3450, 0
0, 0, 0, 2116, 1657, 0, 0, 0, 0, 0, 793, 3469, 0
0, 0, 0, 1939, 1262, 0, 0, 0, 0, 0, 779, 3461, 0